Subsystem;Name;VID;DataType;VariableType;Unit;Description;HOST Changeable
GeminiFB.PP2.D.EAM.Machine.BondChuckCollection.SPGEM0613.OuterVacuumZone;VacuumRamp;121098;F8;EquipmentConstant;mbar;Specifies the default vacuum ramp interval per second up to the controlled vacuum (So the unit is Millibar per second). Value = 0 means no ramp.;False
GeminiFB.PP2.D.EAM.Machine.BondChuckCollection.SPGEM0613.OuterVacuumZone;VacuumThreshold;121099;F8;EquipmentConstant;mbar;Specifies the threshold of the vacuum which indicates available or leaking. The vacuum value is negative compared to the ambient pressure. E.g. Vacuum = -750 mBar and Threshold = -800 mBar means 'Leaking'       Vacuum = -810 mBar and Threshold = -800 mBar means 'Available';False
GeminiFB.PP2.D.EAM.Machine.BondChuckCollection.SPGEM0613.OuterVacuumZone;VacuumTimeout;121100;I4;EquipmentConstant;ms;Specifies the maximum time which is waited for vacuum.;False
GeminiFB.PP2.D.EAM.Machine.BondChuckCollection.SPGEM0613;TakeoverStressReleaseTime;121101;I4;EquipmentConstant;ms;Specifies the time period the vacuum is switched off to release the loading stress. Value = 0 means no stress release.;False
GeminiFB.PP2.D.EAM.Machine.BondChuckCollection.SPGEM0613;TemperatureOffset;121102;F4;EquipmentConstant;°C;Specifies the offset for the minimum and maximum temperature;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2;Purge;121103;F8;StatusVariable;mbar;The pressure input value.;not applicable
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2;Vacuum;121104;F8;StatusVariable;mbar;The vacuum input value.;not applicable
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.AnalogInput - Pressure;Mapping;121105;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.AnalogInput - Vacuum;Mapping;121106;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.AnalogOutput - Pressure;Mapping;121107;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.AnalogOutput - Vacuum;Mapping;121108;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.DigitalOutput - General Vacuum;Mapping;121109;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.DigitalOutput - Evacuate;Mapping;121110;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.DigitalOutput - Exhaust;Mapping;121111;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.Top Table.TCCP12.2.VacuumLinePiping.DigitalOutput - Purge;Mapping;121112;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0830.InnerVacuumZone;DefaultPressure;121114;F8;EquipmentConstant;mbar;Specifies the default pressure setpoint when purging. E.g. 1000 mbar. The pressure value is positive compared to the ambient pressure.;False
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0830.InnerVacuumZone;DefaultVacuum;121115;F8;EquipmentConstant;mbar;Specifies the default vacuum setpoint when evacuating. E.g. -800 mbar. The vacuum value is negative compared to the ambient pressure.;False
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0830.InnerVacuumZone;PurgeRamp;121116;F8;EquipmentConstant;mbar;Specifies the default purge ramp interval per second up to the controlled purge (So the unit is Millibar per second). Value = 0 means no ramp.;False
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0830.InnerVacuumZone;VacuumRamp;121117;F8;EquipmentConstant;mbar;Specifies the default vacuum ramp interval per second up to the controlled vacuum (So the unit is Millibar per second). Value = 0 means no ramp.;False
